VIX_ma20,VIX_ma50,VIX_mean,VIX_pct_ma20,VIX_pct_ma50,VIX_returns,VIX_std,VIX_trend_21d,VIX_trend_5d,VIX_vol,VIX_zscore,VXAZN,corr_with_VXAZN,mom_21d,mom_5d,regime,regime_0,regime_1,regime_2,regime_3,returns,vol_21d,vol_5d,timestep
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.89,0.0,-0.023449039881831557,0.08248055669259102,3.0,0.0,0.0,0.0,1.0,0.0005675368898978572,1.2483615194611608,0.8676448335774707,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.9,0.0,-0.0139140955837872,-0.05943450663589156,3.0,0.0,0.0,0.0,1.0,-0.0754395916052184,1.240962186991281,0.9535896601729934,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.37,0.0,-0.007066381156317081,-0.05057330057330067,3.0,0.0,0.0,0.0,1.0,-0.05173824130879345,1.2371565764214751,0.9261136524167741,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.9,0.0,-0.018364669873196404,-0.08702724684831231,2.0,0.0,0.0,1.0,0.0,-0.031701531162389496,1.240357527510511,0.924901391813718,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.6,0.0,-0.0011198208286673506,-0.15626182368520614,2.0,0.0,0.0,1.0,0.0,-0.006681514476614692,1.237303974182973,0.500322133686593,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.91,0.0,-0.12738626226583405,-0.07525051994706,2.0,0.0,0.0,1.0,0.0,0.09663677130044834,0.9070543144295141,1.0591451651924013,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.43,0.0,-0.18591359892418902,-0.009611451942740268,2.0,0.0,0.0,1.0,0.0,-0.009813943978736361,0.8744568835257956,0.9105133391208733,6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.81,0.0,-0.16058152981992402,0.09575156351089076,3.0,0.0,0.0,0.0,1.0,0.04914309312409659,0.8928963312385038,0.8322833892120003,7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.68,0.0,0.07632020899421521,0.2846325167037862,3.0,0.0,0.0,0.0,1.0,0.13520960440858087,0.9312384553265743,1.0097761264707033,8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.81,0.0,0.08197641774284126,0.2961883408071748,3.0,0.0,0.0,0.0,1.0,0.002253814147018085,0.9308406823404894,0.9780558180979403,9
