VIX_ma20,VIX_ma50,VIX_mean,VIX_pct_ma20,VIX_pct_ma50,VIX_returns,VIX_std,VIX_trend_21d,VIX_trend_5d,VIX_vol,VIX_zscore,VXAZN,corr_with_VXAZN,mom_21d,mom_5d,regime,regime_0,regime_1,regime_2,regime_3,returns,vol_21d,vol_5d,timestep
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.71,0.48021869423416935,0.18840153076243737,0.09167117360735544,1.0,0.0,1.0,0.0,0.0,0.08872707659115431,0.9463365178589831,0.8399067322655317,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.17,0.48007621444188137,0.09193776520509189,0.05263157894736836,1.0,0.0,1.0,0.0,0.0,-0.04384443893980672,0.9569769441890493,0.9435033607802794,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.05,0.4796808609949906,-0.027185501066098183,0.013325930038867284,1.0,0.0,1.0,0.0,0.0,-0.05440414507772029,0.9564355661103525,1.0459179169287283,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.98,0.4375242807760703,0.010479434110558072,0.10420841683366744,1.0,0.0,1.0,0.0,0.0,0.0567123287671234,0.9747848643247506,1.0468317428020792,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.92,0.44638536225562336,0.0034730836020837597,0.09088457389428273,1.0,0.0,1.0,0.0,0.0,0.0487425460202231,0.9700101030584128,1.0197478473352546,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.97,0.4252579276388992,0.06416708605938592,0.0475600693584346,1.0,0.0,1.0,0.0,0.0,0.04548825710754012,0.9795276849386149,0.8690516807237437,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.89,0.4167380210958811,-0.04161162483487446,0.1277202072538861,1.0,0.0,1.0,0.0,0.0,0.029321352565618408,0.8477896943169034,0.7236709723519887,6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.23,0.4344730475482122,-0.1406016641775122,0.10356164383561639,1.0,0.0,1.0,0.0,0.0,-0.0746611532276591,0.8760942624764737,0.8645751031719254,7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.98,0.44408932615979196,-0.11846022968949388,0.07466943220119271,1.0,0.0,1.0,0.0,0.0,0.029046673286991176,0.883957340159008,0.8136324036373336,8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.99,0.4371610244531281,-0.1148140184906471,0.017799752781211264,1.0,0.0,1.0,0.0,0.0,-0.006755126658624877,0.8837013409292191,0.7651052215229251,9
