VIX_ma20,VIX_ma50,VIX_mean,VIX_pct_ma20,VIX_pct_ma50,VIX_returns,VIX_std,VIX_trend_21d,VIX_trend_5d,VIX_vol,VIX_zscore,VXAZN,corr_with_VXAZN,mom_21d,mom_5d,regime,regime_0,regime_1,regime_2,regime_3,returns,vol_21d,vol_5d,timestep
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.39,0.0,-0.34205557054221747,0.03743088047639298,1.0,0.0,1.0,0.0,0.0,0.018371607515657695,1.0847651437200927,0.7209347909192063,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.35,0.0,-0.3963807635101636,0.027859856479527156,1.0,0.0,1.0,0.0,0.0,-0.0016400164001639794,1.0172951343567131,0.7243862358667049,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.14,0.0,-0.40232730873978706,0.01985635825940002,1.0,0.0,1.0,0.0,0.0,-0.008624229979466103,1.0150896691226114,0.7313179409337531,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.35,0.0,-0.4245933957614588,-0.0792586750788643,1.0,0.0,1.0,0.0,0.0,-0.03272576636288316,1.0109739656770018,0.45526017873132507,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.47,0.0,-0.4639790076335878,-0.06179540709812115,1.0,0.0,1.0,0.0,0.0,-0.03768736616702362,0.9904140584368593,0.3662760603309958,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.72,0.0,-0.4440910203082946,-0.06847068470684714,1.0,0.0,1.0,0.0,0.0,0.011125945705384943,0.999250708241737,0.32962897115777073,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,0.0,-0.43356825894022455,-0.10882956878850114,1.0,0.0,1.0,0.0,0.0,-0.04489436619718312,0.9927859761330338,0.3688861752050475,6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.58,0.0,-0.16678445229681982,-0.02319801159900592,1.0,0.0,1.0,0.0,0.0,0.08663594470046077,0.6020918103377038,0.8721890544634204,7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.84,0.0,-0.21664275466284078,-0.06466809421841546,1.0,0.0,1.0,0.0,0.0,-0.07379134860050884,0.6437524082379342,0.9984397908699092,8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.15,0.0,-0.21023151605675883,-0.058744993324432615,1.0,0.0,1.0,0.0,0.0,-0.0315934065934067,0.6399049727923517,0.9893516322150854,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.38,0.0,-0.2562043795620438,-0.10299295774647887,1.0,0.0,1.0,0.0,0.0,-0.03640661938534273,0.6337802927777658,0.9814005130330895,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.74,0.0,-0.2287095574563035,-0.044239631336405516,1.0,0.0,1.0,0.0,0.0,0.017664376840039298,0.6423090861624176,0.9819589258513505,11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.94,0.0,-0.12415169660678638,-0.06955046649703123,1.0,0.0,1.0,0.0,0.0,0.057859209257473676,0.6502493485151966,0.8152677555765864,12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,0.0,-0.060975609756097504,0.05769230769230771,1.0,0.0,1.0,0.0,0.0,0.0528714676390154,0.6788157897448162,0.7121085444554558,13
