VIX_ma20,VIX_ma50,VIX_mean,VIX_pct_ma20,VIX_pct_ma50,VIX_returns,VIX_std,VIX_trend_21d,VIX_trend_5d,VIX_vol,VIX_zscore,VXAZN,corr_with_VXAZN,mom_21d,mom_5d,regime,regime_0,regime_1,regime_2,regime_3,returns,vol_21d,vol_5d,timestep
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.18,0.0,-0.4440433212996391,-0.07196029776674939,0.0,1.0,0.0,0.0,0.0,-0.056916426512968354,1.2768632452816602,0.7504507189317998,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.99,0.0,-0.4026117751217353,-0.012079062957540354,0.0,1.0,0.0,0.0,0.0,0.03093964858670728,1.2891978992631452,0.7882141613696577,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.85,0.0,-0.41369925153095943,-0.10398613518197575,0.0,1.0,0.0,0.0,0.0,-0.042237865876250336,1.2913338038235656,0.6298498070616574,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.85,0.0,-0.49084104786291116,-0.11442274751627268,0.0,1.0,0.0,0.0,0.0,0.0,1.1323918627622014,0.5957373864154972,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.56,0.0,-0.4873646209386282,-0.07925072046109516,0.0,1.0,0.0,0.0,0.0,-0.011218568665377293,1.1334374803890301,0.5524641206584783,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.95,0.0,-0.2598402738163149,-0.008785332314744099,0.0,1.0,0.0,0.0,0.0,0.015258215962441257,0.585333927324264,0.4411736256808594,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.13,0.0,-0.25892067236803296,-0.06891441274546128,0.0,1.0,0.0,0.0,0.0,-0.03159922928709058,0.5848510999741348,0.3694773629077277,6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.21,0.0,-0.22928767960868235,-0.02475822050290133,0.0,1.0,0.0,0.0,0.0,0.003183446080382124,0.5819298383898817,0.28045316723817193,7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.02,0.0,-0.17097415506958247,-0.03210831721470031,0.0,1.0,0.0,0.0,0.0,-0.007536691788972649,0.5306575563191697,0.27728533533288474,8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.52,0.0,-0.15912208504801095,-0.04068857589984343,0.0,1.0,0.0,0.0,0.0,-0.019984012789768135,0.5244331249076672,0.2934291141705881,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.25,0.0,-0.03386087596613918,0.011560693641618602,0.0,1.0,0.0,0.0,0.0,0.07055464926590549,0.5426113756872724,0.6349817292119468,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.41,0.0,-0.024741506646971834,0.05093513728611221,0.0,1.0,0.0,0.0,0.0,0.0060952380952381535,0.5431033385107512,0.5575368671908453,11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.53,0.0,-0.03632401017072284,0.05236017453391506,0.0,1.0,0.0,0.0,0.0,0.004543733434305253,0.5398708628189922,0.5565006836178928,12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.21,0.0,-0.032127031019202223,0.04756195043964828,0.0,1.0,0.0,0.0,0.0,-0.012061816811157144,0.538560162636232,0.5666945338331906,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.15,0.0,-0.09791965566714489,0.02569331158238164,0.0,1.0,0.0,0.0,0.0,-0.04044257916825644,0.5430853688838078,0.6473720498449695,14
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.09,0.0,-0.03691399040236254,-0.0060952380952381535,0.0,1.0,0.0,0.0,0.0,0.03737574552683909,0.554097844452232,0.45122447308223973,15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,0.0,-0.12442396313364057,-0.06474820143884896,0.0,1.0,0.0,0.0,0.0,-0.05327711766960519,0.5594549050303396,0.5735434029486064,16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.93,0.0,-0.0874816983894583,-0.060309084055785944,0.0,1.0,0.0,0.0,0.0,0.009311740890688203,0.5535583018551516,0.5835244833480737,17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.07,0.0,-0.09636048526863084,-0.005341472720335805,0.0,1.0,0.0,0.0,0.0,0.04572803850782203,0.5405703491573483,0.7120748317161304,18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.51,0.0,-0.1260705721137375,0.014314115308151187,0.0,1.0,0.0,0.0,0.0,-0.021480629075565694,0.5404108963726039,0.6551104575585819,19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.69,0.0,-0.07456772334293948,-0.015331544653123697,0.0,1.0,0.0,0.0,0.0,0.007056056448451642,0.5184620285192356,0.5883938244678992,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.89,0.0,-0.011077158135981646,0.048178137651821995,0.0,1.0,0.0,0.0,0.0,0.007785130400934204,0.4810578840861816,0.3790865309228469,21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.89,0.0,-0.003705075954057002,0.07862013638186927,0.0,1.0,0.0,0.0,0.0,0.03862495171881042,0.48799183711280136,0.4308748299377517,22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.57,0.0,0.027852998065764023,0.019179133103183643,0.0,1.0,0.0,0.0,0.0,-0.011900334696913317,0.46549178959534526,0.3658579565821715,23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.26,0.0,0.015860735009671112,0.02940023520188162,0.0,1.0,0.0,0.0,0.0,-0.01166729394053434,0.4677823914973416,0.32738094770882814,24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.88,0.0,0.05164319248826299,0.04632152588555849,0.0,1.0,0.0,0.0,0.0,0.02361005331302346,0.4717126203688335,0.3510480073649163,25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.36,0.0,0.01579961464354529,0.018153727307840928,0.0,1.0,0.0,0.0,0.0,-0.019345238095238027,0.47542991006325985,0.40678983620622006,26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.74,0.0,0.10385992837246327,0.03161026403867595,0.0,1.0,0.0,0.0,0.0,0.052352048558421904,0.4912039765420052,0.48486833220169895,27
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1,0.0,0.15430384767949223,0.09522017312758746,0.0,1.0,0.0,0.0,0.0,0.049026676279740666,0.5140117425098745,0.5292335471993497,28
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.44,0.0,0.416466826538769,0.3495811119573493,0.0,1.0,0.0,0.0,0.0,0.21786941580756003,0.8884470591995156,1.4333498460106353,29
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.66,0.0,0.49510603588907,0.3638392857142856,1.0,0.0,1.0,0.0,0.0,0.03442437923250563,0.8790142455271117,1.4157659209470197,30
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.17,0.0,0.41600000000000015,0.4100910470409713,1.0,0.0,1.0,0.0,0.0,0.013911620294599247,0.8602147073319593,1.3034117836944998,31
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.36,0.0,0.3767512305944718,0.3107426099495314,0.0,1.0,0.0,0.0,0.0,-0.021791767554479424,0.8704322292585248,1.4743372750701207,32
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.3,0.0,0.36826234451564255,0.24742268041237092,0.0,1.0,0.0,0.0,0.0,-0.0016501650165017256,0.8717810968469127,1.537789146817277,33
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.3,0.0,0.3849675696299122,0.024266365688487612,0.0,1.0,0.0,0.0,0.0,0.0,0.8678194285652245,0.33034926471840154,34
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.21,0.0,0.439761431411531,-0.01227495908346965,0.0,1.0,0.0,0.0,0.0,-0.0024793388429751317,0.8458833484184819,0.20211779348934264,35
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.29,0.0,0.3909543886546569,-0.02367500672585421,0.0,1.0,0.0,0.0,0.0,0.002209334438000532,0.8448914218620925,0.153946158726945,36
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.03,0.0,0.4587044534412956,-0.009075907590759047,0.0,1.0,0.0,0.0,0.0,-0.007164508128961078,0.8109379853003604,0.055319430160337656,37
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.03,0.0,0.4452466907340553,-0.007438016528925506,0.0,1.0,0.0,0.0,0.0,0.0,0.8130159914218497,0.05685205232270199,38
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.16,0.0,0.42539317222861506,0.02369146005509637,1.0,0.0,1.0,0.0,0.0,0.031362753261171106,0.8085349336307277,0.24224475698789238,39
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.93,0.0,0.4868678949431595,0.04750069041701188,1.0,0.0,1.0,0.0,0.0,0.020721205597416636,0.7955967233985791,0.2541133274163939,40
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.31,0.0,0.45231607629427795,0.028106916505924673,1.0,0.0,1.0,0.0,0.0,-0.01634590034273653,0.8045261779007922,0.31432124190358507,41
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.37,0.0,0.40478949401313224,0.009436580627254942,0.0,1.0,0.0,0.0,0.0,-0.0251943178772448,0.8183254013018434,0.38005264938615263,42
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.42,0.0,0.39159538862030496,0.03857896197613098,0.0,1.0,0.0,0.0,0.0,0.02886994775914231,0.8158397357365086,0.4228194526695916,43
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.84,0.0,0.38652615732028606,-0.008611410118406715,0.0,1.0,0.0,0.0,0.0,-0.015499732763228136,0.8175393316164707,0.38835233584448964,44
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.43,0.0,0.4253617669459253,-0.01318217769575536,0.0,1.0,0.0,0.0,0.0,0.01601520086862096,0.8109831862825482,0.37250984027835105,45
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.61,0.0,0.39918154761904767,0.008040739748056636,1.0,0.0,1.0,0.0,0.0,0.004808976756612404,0.8119993771466348,0.3524607207791321,46
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.72,0.0,0.43095599393019723,0.03711850426175434,1.0,0.0,1.0,0.0,0.0,0.0029247540547725492,0.802970127187396,0.26160645823947254,47
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.97,0.0,0.36878154289834186,0.014698022447888759,1.0,0.0,1.0,0.0,0.0,0.006627783669141074,0.7941138933169635,0.1823965432465797,48
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.63,0.0,0.3962199312714776,0.10287730727470135,1.0,0.0,1.0,0.0,0.0,0.07005530682117467,0.8083056863347723,0.45057620031584633,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.64,0.0,0.11851015801354414,0.05904354795618483,1.0,0.0,1.0,0.0,0.0,-0.02436623184838793,0.36345299477556103,0.5530991881100965,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.14,0.0,0.040370976541189485,0.014091996809359353,1.0,0.0,1.0,0.0,0.0,-0.03784056508577194,0.3771729146717517,0.6605249979053531,51
